claim_text,Ineligibility
A method for determining a nutritional diet for a canine or feline companion animal comprising the steps of:  receiving first data relating the expression of at least one gene to a physiological condition; wherein the data relating to the expression of the at least one gene includes genomic map data; and the genomic map data concerns the physiological condition of the animal;  receiving second data comprising the effect of nutrition on the expression of at least one gene of the genomic map;  determining a relationship between the first and second data; and  determining nutritional content based on the relationship; and preparing a nutritional diet product for the canine or feline companion animal.,1
"A method for determining in real-time the operational reliability of an electrical system subjected to a contingency event, comprising: monitoring real time data and predicted data for the electrical system, the predicted data being generated using a virtual system model of the electrical system; updating the virtual system model of the electrical system in response to the real-time data, wherein updating the virtual system model further comprises initiating a calibration and synchronization operation to update the virtual system model when a difference between the real-time data and the predicted data exceeds a threshold; receiving real-time system reliability data for the electrical system; choosing the contingency event to simulate; determining the operational reliability of the electrical system by running an analysis of the updated virtual system model operating under conditions simulating the contingency event chosen; and generating a report that forecasts the operational reliability of the electrical system subjected to the chosen contingency event.",1
"A method for determining in real-time the operational stability of an electrical system subjected to a contingency event, comprising: monitoring real time data and predicted data for the electrical system, the predicted data being generated using a virtual system model of the electrical system; updating the virtual system model of the electrical system in response to real-time data, wherein updating the virtual system model further comprises initiating a calibration and synchronization operation to update the virtual system model when a difference between the real-time data and the predicted data exceeds a threshold, and wherein the virtual system model includes real-time domain model data for components comprising the electrical system; choosing the contingency event to simulate; determining the operational stability of the electrical system by running an analysis of the updated virtual system model operating under conditions simulating the contingency event chosen; and generating a report that forecasts the operational stability of the electrical system subjected to the chosen contingency event.",1
"A method for directing a communication from an interested party to one of a plurality of live operators at live operator stations associated with one or more vendors, the method accomplished via one or more multiple coordinated control units and utilizing public data communication links, wherein the communication includes provision of video data, comprising the steps of: selectively interfacing, over the public data communication links, the interested party with a select vendor from a plurality of vendors, the interested party utilizing an electronic device adapted for video communication to provide an indication of an area of interest; providing the interested party, under control of the one or more multiple coordinated control systems, with high resolution video data and text data relating to the area of interest from a select vendor data site associated with the select vendor, the high resolution video data and the text data provided for display at the electronic device utilized by the interested party; and transferring, the interested party from the select data site to one of the plurality of the live operator stations for further communications with a live operator relating to the area of interest.",0
"A method for directing and exchanging on-line communications under control of a control system to accomplish communications that relate to merchandise or a service, the method involving selective interfacing of buyers at a plurality of remote locations using remote terminals with video capability, the control system in communication with one or more vendors with a capability to electronically communicate, under control of the control system, through a public communication system, the communication control system comprising one or more of multiple coordinated communication control systems located at one or more plural sites, the method comprising the steps of: receiving identification data provided from remote terminals by the buyers via the control system; maintaining a record of at least certain buyer communications with the control system; notifying buyers under control of the control system in accordance with a rotational order operation or a random operation of availability of select merchandise or services for purchase based on an area of interest stored for the buyers; interfacing at least certain buyers with the control system to communicate with one or more widely distributed vendors; and using the area of interest stored for the buyers to selectively obtain proposed data from the one or more widely distributed vendors responsive to the area of interest, the control system providing the proposed data including video image data from at least certain of the vendors to the buyers in accordance with stored priority designations previously accorded to the vendors and executed by the control system.",0
"A method for directing and exchanging on-line communications under control of one or more multiple coordinated central control stations to accomplish transactions that relate to merchandise or a service available for purchase, the method involving selectively interfacing under control of the one or more central control stations, buyers at a plurality of remote locations using remote video terminals including personal computers with video capability, the one or more multiple coordinated control stations in communication with one or more vendors with a capability to electronically communicate through a communication network, comprising the steps of: registering the buyers and vendors with the one or more multiple coordinated central control stations prior to facilitating at least certain electronic communications; interfacing the buyers with the one or more multiple coordinated central control stations in communication with one or more vendors, through the communication network wherein at least certain buyers electronically communicate with the one or more multiple coordinated central control stations; receiving request data from the buyers, via the one or more multiple coordinated central control stations in communication with the one or more vendors, the request data entered by the buyers to indicate an area of interest concerning the merchandise or the service; receiving identification data provided from the originating remote video terminals via the one or more multiple coordinated central control stations; storing at least a part of the request data from the buyers via the one or more multiple coordinated central control stations and using at least a part of it to selectively obtain proposed data from the one or more vendors responsive to the buyers' request data; providing access by the buyers under control of the one or more multiple coordinated central control stations to a video memory for conveying one or more video images as part of the proposed data relating to the area of interest indicated by the buyers, the video images previously obtained from a source relating to the one or more vendors for subsequent viewing by interested buyers; also storing via the one or more multiple coordinated central control stations, data relating to transactions initiated by interfaced buyers; and electronically transmitting by electronic mail, data relating to the transaction including a number identifying the transaction, after an interface between the interfaced buyer and the one or more multiple coordinated central control stations is terminated.",0
"A method for directing and exchanging on-line communications under control of one or more multiple coordinated central control stations to accomplish transactions that relate to merchandise or a service available for purchase, the method involving selectively interfacing under control of the one or more multiple coordinated central control stations, buyers at a plurality of remote locations using personal computers with video capability, one or more vendors in communication with the one or more multiple coordinated central control stations with a capability to electronically communicate through a public communication system, comprising the steps of: interfacing the buyers with the one or more central control stations in communication with one or more vendors, through the public communication system; receiving request data from the buyers, at the one or more central control stations in communication with the one or more vendors, the request data entered by the buyers to indicate an area of interest concerning the merchandise or the service; receiving identification data provided by buyers from the personal computer via the one or more central control stations; storing at least a part of the request data from the buyers via the one or more central control stations and using at least a part of it to selectively obtain proposed data from the one or more vendors responsive to the buyers' request data; providing access by the buyers under control of the one or more central control stations to a video memory for conveying one or more high resolution video images as part of the proposed data relating to the area of interest indicated by the buyers, the video images previously obtained from a source relating to one or more vendors for subsequent viewing by interested buyers; also storing via the one or more central control stations, data relating to transactions initiated by interfaced buyers; electronically transmitting data relating to the transaction including a number identifying the transaction after an interface between the interfaced buyer and the one or more central control stations is terminated; and providing an additional identification number relating to the merchandise code following the receipt of the request data from the buyers.",0
"A method for directing and exchanging on-line communications under control of one or more multiple coordinated central control stations to accomplish transactions that relate to merchandise or a service available for purchase, the method involving selectively interfacing under control of the one or more multiple coordinated computers, buyers at a plurality of remote locations using personal central computers with video capability, the one or more multiple coordinated computers in communication with one or more vendors with a capability to electronically communicate through a public communication network, comprising the steps of: interfacing the buyers with the one or more multiple coordinated central control stations in communication with one or more vendors, through the public communication network wherein at least certain buyers electronically communicate with the one or more multiple coordinated central control stations; receiving request data from the buyers, at the one or more multiple coordinated central control stations in communication with the one or more vendors, the request data entered by the buyers to indicate an area of interest concerning the merchandise or the service; receiving identification data provided by buyers from the personal computers via the one or more multiple coordinated central control stations; storing at least a part of the request data from the buyers via the one or more multiple coordinated central control stations and using at least a part of it via the one or more multiple coordinated central control stations to selectively obtain proposed data from the vendor responsive to the buyers' request data; providing access by the buyers under control of the one or more multiple coordinated central control stations to a video memory for conveying one or more high resolution video images as part of the proposed data relating to the area of interest indicated by the buyers, the video images previously obtained from a source relating to one or more vendors for subsequent viewing by interested buyers; facilitating manipulation by the buyer of the video images including stored dynamic video or stored high resolution still image via a control device; also storing via the one or more central control stations, data relating to transactions initiated by interfaced buyers; and electronically transmitting data relating to the transaction initiated after an interface between the interfaced buyer and the one or more multiple coordinated central control stations is terminated.",0
"A method for directing and exchanging on-line communications under control of one or more multiple coordinated central control stations to accomplish transactions that relate to merchandise or a service available for purchase, the method involving selective interfacing of buyers at a plurality of remote locations using personal computers with video capability, the one or more multiple coordinated central control stations in communication with one or more vendors with a capability to electronically communicate, under control of the one or more central control stations, through a public communication system, the one or more of multiple coordinated one or more central control stations located at one or more plural sites, the method comprising the steps of: interfacing at least certain buyers with the one or more multiple coordinated central control stations to communicate with one or more widely distributed vendors; receiving request data from the buyers at the at least one or more multiple coordinated central control stations, the request data entered by the buyers to indicate an area of interest on a particular merchandise or service; receiving identification data provided by buyers from the remote locations via the one or more central control stations; storing at least a part of the request data from at least one buyer at the one or more multiple coordinated central control stations and using at least a part of the request data to selectively obtain proposed data from the vendors responsive to the buyers' request data, the one or more multiple coordinated central control stations providing the proposed data from the vendors to the buyers in accordance with stored priority designations previously accorded to at least certain of the vendors under control of the one or more multiple coordinated central control stations; providing access by the buyers under control of the one or more multiple coordinated central control stations to a video memory for providing stored video including one or more dynamic or high resolution still video images as part of the proposed data relating to the area of interest indicated by the buyers, the video images previously obtained from a source relating to one or more vendors and stored for subsequent viewing by interested buyers; and facilitating manipulation by the buyer of the stored video data whereby the buyer can use a mouse associated with the personal computers to change the video images or highlight select areas with a cursor controlled by the mouse.",0
"A method for displaying market information corresponding to a commodity being traded at an electronic exchange, comprising: receiving by a computer device market data relating to the commodity from the electronic exchange, the market data comprising a quantity of an order that is pending at a first price level; displaying by the computer device a first graphical area corresponding to the first price level; displaying by the computer device a second graphical area corresponding to a second price level, the second price level corresponding to a price level for the commodity that is different than the first price level, wherein the first and second graphical areas are arranged in an axial direction; color-coding the first graphical area using a first color to indicate that the order is pending at the first price level; determining by the computer device from the market data that there is no order pending at the second price level; color-coding the second graphical area using a second color to indicate that there is no order pending at the second price level; updating the first graphical area such that the first graphical area is color-coded using the second color in response to new market data indicating that there is no order pending at the first price level; and updating the second graphical area such that the second graphical area is color-coded using the first color in response to new market data indicating that there is an order pending at the second price level.",1
"A method for displaying market information on a graphical user interface, the method comprising: receiving by a computing device a current highest bid price and a current lowest ask price for a tradeable object from an electronic exchange; identifying by the computing device a long or short position taken by a user with respect to the tradeable object, wherein the long position is associated with a quantity of the tradeable object that has been bought by the user at a price, and wherein the short position is associated with a quantity of the tradeable object that has been sold by the user at a price; computing by the computing device a plurality of values based on the long or short position, wherein each of the plurality of values represents a profit or loss if the long or short position is closed at a price level among a range of price levels for the tradeable object; displaying via the computing device the plurality of values along a value axis; displaying via the computing device a first indicator at a first location corresponding to a first value along the value axis, wherein the first indicator represents a particular price based on any of the following prices: current best bid, current best ask, and a last traded price, and wherein the first value represents a profit or loss incurred by the user if the long or short position is closed at the particular price; and moving the first indicator relative to the value axis to a second location corresponding to a second value along the value axis responsive to receipt of an update to the particular price, wherein the second value represents a profit or loss incurred by the user if the position is closed at the update to the particular price.",1
"A method for distributing electric power in an electric network having distribution networks, comprising the steps of: receiving by a control node an indication of at least one settled contract for electric power and a signal from one or more feedback sensors related to current use conditions on an electric network including power consumption by end users through a feedback loop; generating by the control node a route plan for delivering electric power based on the indication of at least one settled contract, the signal from the one or more feedback sensors received through the feedback loop, and at least one of price, quality of service, and class of service, the route plan adjusting power flow to the electric network to balance load and resources on the electric network.",1
"A method for dynamically distributing electric power in an electric network having distribution networks, comprising the steps of:  receiving by a control node bids and asks of electric power and a signal from one or more feedback sensors related to current supply and demand conditions on an electric network including power consumption by end users through a feedback loop;  matching by the control node the bids and asks; and  generating by the control node a route plan for delivering electric power between buyers and sellers based on the matched bids and asks, the signal from the one or more feedback sensors received through the feedback loop, and at least one of price, quality of service, and class of service, the route plan adjusting power flow to the electric network to balance load and resources on the electric network.",1
"A method for effecting an immediate payment for at least one item offered for auction sale by a seller and purchased by a buyer via an electronic commerce web site prior to the conclusion of the auction sale, where the electronic commerce web site is accessible by a plurality of users and maintained by an electronic commerce system, the method comprising: providing an option to enable an automatic payment service, wherein the automatic payment service automatically effects payment after occurrence of a termination event associated with at least one electronic commerce web site-related transaction; receiving via the electronic commerce web site at least one input from the buyer indicating an initiation to purchase the at least one item offered for auction sale prior to said electronic commerce system receiving any bids for said at least one item; providing at least one payment page to the buyer after receiving the at least one input from the buyer; receiving, via the at least one payment page, authorization from the buyer to transfer funds from at least one payment account corresponding to the buyer to at least one payment account corresponding to the seller; transferring funds from the at least one payment account storing funds therein and corresponding to the buyer to the at least one payment account corresponding to the seller in real-time to effect the immediate payment, wherein the at least one payment account corresponding to the buyer and the at least one payment account corresponding to the seller are configured for storing funds therein, wherein said at least one payment account corresponding to the buyer and said at least one payment account corresponding to the seller have been created using informational data respectively received from the buyer and the seller via at least one web page accessible via at least one web page of the electronic auction web site, and wherein the method for effecting the immediate payment does not require any interaction between the buyer and the seller; terminating the auction sale by the electronic commerce system; and notifying said plurality of users, including the seller, that a buyer purchased the at least one item prior to any bids being received by the electronic commerce system.",1
"A method for effecting at least one payment for a user of an electronic auction web site, said method comprising the steps of: providing the user with an option to enable loaning of funds if a payment source corresponding to the user has insufficient funds for effecting payment for at least one transaction conducted via the electronic auction web site; receiving authorization from the user, in response to the option, to use the payment source corresponding to the user for effecting the at least one payment and to loan funds to the user if the payment source has insufficient funds; determining if the payment source corresponding to the user has sufficient funds for effecting the at least one payment; and loaning funds for effecting the at least one payment if the payment source corresponding to the user has insufficient funds for effecting the at least one payment and authorization from the user has been received, wherein the payment system is in operative communication with the electronic auction system, and wherein the payment source corresponding to the user is a payment account maintained by the payment system and accessible by the user via at least one web page of the electronic auction web site.",1
"A method for effecting payment for at least one item offered for auction sale by a seller via an electronic auction web site and won by a winning bidder, where the electronic auction web site is accessible by a plurality of users and maintained by an electronic auction system, the method comprising: receiving informational data from the plurality of users via at least one web page accessible via at least one web page of the electronic auction web site; creating a plurality of payment accounts configured for storing funds therein and corresponding to the plurality of users of the electronic auction web site using the informational data received via the at least one web page accessible via the at least one web page of the electronic auction web site, wherein funds stored within the plurality of payment accounts can be used by said plurality of users for effecting payment for network transactions associated with said electronic auction web site; providing the plurality of users an option to enable an automatic payment service, wherein the automatic payment service automatically effects payment after occurrence of a termination event associated with the network transactions; linking said plurality of payment accounts to at least one computing device of the electronic auction system; displaying a link on the electronic auction web site for providing said plurality of users which includes the winning bidder access to their respective payment accounts for viewing the amount of funds stored therein; determining the conclusion of the auction sale by the electronic auction system; and interacting with said winning bidder by the electronic auction system by performing the steps of: sending an e-mail by the electronic auction system to the winning bidder; receiving, via one of the electronic auction web site and the e-mail, at least one input from the winning bidder indicating an initiation to effect payment to the seller; providing a payment page to the winning bidder after receiving the at least one input from the winning bidder, said payment page displaying the amount of funds to be deducted from a payment account of the plurality of payment accounts corresponding to the winning bidder, said payment account having been created using informational data received via the at least one web page accessible via the at least one web page of the electronic auction web site; and receiving, via the payment page, authorization from the winning bidder to proceed with effecting payment to the seller; deducting funds from the payment account storing funds therein and corresponding to the winning bidder; and using at least a portion of the deducted funds to effect payment to at least the seller, wherein the method for effecting payment does not require any interaction between the winning bidder and the seller.",1
"A method for effecting payment for at least one item offered for auction sale by a seller via an electronic auction web site and won by a winning bidder, where the electronic auction web site is accessible by a plurality of users and maintained by an electronic auction system, the method comprising: providing the plurality of users an option to enable an automatic payment service, wherein the automatic payment service automatically effects payment after occurrence of a termination event associated with the auction sale; determining the conclusion of the auction sale by the electronic auction system; sending an e-mail by the electronic auction system to the winning bidder; receiving, via one of an icon displayed by the electronic auction web site and the e-mail, at least one input from the winning bidder indicating an initiation to effect payment to the seller; providing a payment page to the winning bidder after receiving the at least one input from the winning bidder; receiving, via the payment page, authorization from the winning bidder to proceed with effecting payment to the seller; effecting payment to at least the seller comprising: deducting funds from a payment account storing funds therein and corresponding to the winning bidder, the payment account having been created prior to the conclusion of the auction sale using informational data received via at least one web page accessible via at least one web page of the electronic auction web site; and transferring at least a portion of the deducted funds to at least one payment account corresponding to at least the seller; and enabling performance of at least one payment account management function via access to the payment account corresponding to the winning bidder via a link displayed on a graphical user interface of the electronic auction web site, said at least one payment account management function including changing a source for use in obtaining funds for transferring to the payment account; wherein the method for effecting payment does not require any interaction between the winning bidder and the seller following the conclusion of the auction sale.",1
"A method for effecting payment for at least one item offered for sale by a seller and purchased by a buyer via an electronic auction web site, where the electronic auction web site is accessible by a plurality of users and maintained by an electronic auction system, the method comprising the steps of: providing the plurality of users an option to enable an automatic payment service, wherein the automatic payment service automatically effects payment after occurrence of a termination event associated with a network transaction; sending an e-mail by the electronic auction system to the buyer of the at least one item; receiving, via one of the electronic auction web site and the e-mail, at least one input from the buyer indicating an initiation to effect payment; providing a payment page to the buyer after receiving the at least one input from the buyer; receiving, via the payment page, authorization from the buyer to at least one of deduct funds from a payment account corresponding to the buyer and loaning funds if the payment account has insufficient funds; deducting funds from the payment account corresponding to the buyer if the payment account has sufficient funds, loaning funds if the payment account has zero funds, or deducting funds and loaning funds if the payment account has greater than zero funds and less than a total amount of funds required to satisfy payment; and using at least a portion of the deducted funds to effect payment to at least the seller, wherein the method for effecting payment does not require any interaction between the buyer and the seller.",1
"A method for effecting payment to an electronic commerce merchant, said method comprising: providing an option via a first web page to enable an automatic payment service, wherein the automatic payment service automatically effects payment after occurrence of a termination event associated with at least one electronic commerce-related transaction; receiving instructions from an electronic commerce customer via a second web page to authorize payment to said electronic commerce merchant; determining whether the instructions include an authorization to use funds associated with a financial system and which are not owned by the electronic commerce customer to effect payment to said electronic commerce merchant; instructing said financial system to use funds associated with said financial system if the instructions include an authorization to use funds associated with the financial system for effecting payment to said electronic commerce merchant; and facilitating the transfer of funds associated with said financial system to a payment account associated with said electronic commerce merchant to effect payment to said electronic commerce merchant, wherein said method for effecting payment does not require the disclosure of credit card information corresponding to said electronic commerce customer to said financial system.",1
"A method for estimating the value of an organic marketing campaign, the method comprising: receiving an identification of one or more entry pages associated with a website; receiving one or more keywords related to the entry pages; by a computing device, receiving conversion data, wherein the conversion data comprises referral information identifying visits to at least one of the entry pages, wherein the visits consist of organic referrals from a search engine that triggered the visits to the at least one of the entry pages, wherein each organic referral was identified based on a referral header associated with the visit to the respective entry web page; by the computing device, analyzing information regarding the conversion data and the visits, wherein the information regarding the conversion data and the visits were generated by an independent system; by the computing device, requesting, using the keywords, organic search results from the search engine that originated at least one of the organic referrals; by the computing device, receiving the organic search results from the search engine; by the computing device, analyzing the organic search results to determine rank positions of the entry pages; and by the computing device, determining a correlation between the rank positions of the entry pages, the conversion data, and the keywords.",0
"A method for facilitating trade order entry, the method comprising: receiving, by a computing device, market data for a commodity, the market data comprising a current highest bid price and a current lowest ask price available for the commodity; identifying, by the computing device, a plurality of sequential price levels for the commodity based on the market data, where the plurality of sequential price levels includes the current highest bid price and the current lowest ask price; displaying, by the computing device, a plurality of graphical locations aligned along an axis, where each graphical location is configured to be selected by a single action of a user input device to send a trade order to the electronic exchange, where a price of the trade order is based on the selected graphical location; mapping, by the computing device, the plurality of sequential price levels to the plurality of graphical locations, where each graphical location corresponds to one of the plurality of sequential price levels, where each price level corresponds to at least one of the plurality of graphical locations, and where mapping of the plurality of sequential price levels does not change at a time when at least one of the current highest bid price and the current lowest ask price changes; and setting a price and sending the trade order to the electronic exchange in response to receiving by the computing device commands based on user actions consisting of:  placing a cursor associated with the user input device over a desired graphical location of the plurality of graphical locations and  selecting the desired graphical location through a single action of the user input device.",1
"A method for facilitating trading and displaying information regarding the buying and selling of a good, the method comprising: displaying a chart on a graphical user interface comprising a vertical axis of price values and a horizontal axis of time; displaying indicators representing historical trading data for the good at locations along the vertical axis of price values and the horizontal axis of time; providing a plurality of locations on the graphical user interface to place an order icon with a pointer of a user input device, each location corresponding to a particular price value along the vertical axis of price values; placing an order icon for a particular quantity of the good at a specific location of the plurality of locations along the vertical axis of price values with a pointer of an input device, wherein the specific location on which the order icon is placed corresponds to a particular price value; generating an order to buy or sell the particular quantity of the good at the particular price value responsive to placing the order icon at the specific location; and sending the order to an electronic trading system, wherein the order is for the particular quantity of the good and at the particular price value determined based on the location where the order icon was placed.",1
"A method for filtering and interpreting real-time sensory data from an electrical system, comprising: receiving real-time data; updating a virtual system model of the electrical system in response to the real-time data; generating predicted data output for the electrical system using the updated virtual system model; generating a real-time model based on the real-time data; comparing the real-time data against the predicted data; monitoring the real-time data output and the predicted data output of the electrical system; initiating a calibration and synchronization operation to update the virtual system model when a difference between the real-time data output and the predicted data output exceeds a threshold; identifying an alarm condition based on deviations detected during the comparison; and communicating the alarm condition to a display.",1
"A method for filtering and interpreting real-time sensory data from an electrical system, comprising: updating a virtual system model of the electrical system in response to real-time data; updating a real-time system model of the electrical system in response to real-time data; generating predicted data output from the electrical system using the updated virtual system model; comparing the real-time data against the predicted data; initiating a calibration and synchronization operation to update the virtual system model when a difference between the real-time data output and the predicted data output exceeds a threshold; identifying an alarm condition based on the comparison; and communicating the alarm condition to a display.",1
"A method for generating a searchable electronic record of a locate operation performed by a locate technician in a dig area, wherein at least a portion of the dig area is planned to be excavated or disturbed during excavation activities, the method comprising: A) electronically receiving source data representing at least one input image of a geographic area comprising the dig area; B) processing the source data so as to display at least a portion of the at least one input image on a display device; C) adding to the displayed at least one input image at least one digital representation of at least one physical locate mark so as to generate a marked-up image including the at least one digital representation of the at least one physical locate mark, the at least one physical locate mark applied to ground in the dig area by the locate technician during a locate operation comprising identifying, using the at least one physical locate mark, a presence or an absence of at least one underground facility within the dig area; and D) electronically transmitting and/or electronically storing information relating to the marked-up image so as to generate the searchable electronic record of the locate operation.",0
"A method for generating a searchable electronic record of a locate operation performed by a locate technician in response to a locate ticket and in advance of planned excavation activities at a dig area identified by the locate ticket, the method comprising: A) electronically receiving: A) ticket information derived from the locate ticket, the ticket information including geographic information identifying the dig area, wherein at least a portion of the dig area may be excavated or disturbed during the planned excavation activities; and A) an image of a geographic area comprising the dig area; B) combining the electronically received image with image-related information so as to generate the searchable electronic record, the image-related information comprising: a geographic location associated with the dig area; a timestamp indicative of when the locate operation occurred, the locate operation comprising identifying, in advance of the planned excavation activities and using at least one physical locate mark applied to ground, pavement or other surface by the locate technician during the locate operation, a presence or an absence of the at least one underground facility within the dig area identified by the ticket information; and at least one digital representation of the at least one physical locate mark applied to ground, pavement or other surface by the locate technician during the locate operation; and C) electronically transmitting and/or electronically storing the searchable electronic record of the locate operation so that performance of the location operation is verifiable.",0
"A method for generating a searchable electronic record of a locate operation performed by a locate technician, the locate operation comprising identifying, using at least one physical locate mark, a presence or an absence of at least one underground facility within a dig area, wherein at least a portion of the dig area may be excavated or disturbed during excavation activities, the method comprising: A) electronically receiving an aerial image of a geographic area comprising the dig area, at least a portion of the received aerial image being displayed on a display device; B) adding to the displayed aerial image at least one digital representation of the at least one physical locate mark, applied to ground, pavement or other surface by the locate technician during the locate operation, so as to generate a marked-up digital image including the at least one digital representation of the at least one physical locate mark; and C) electronically transmitting and/or electronically storing the searchable electronic record of the locate operation, wherein the searchable electronic record comprises the marked-up digital image and a data set, and wherein the data set comprises: a set of geographic points along a marking path of the at least one underground facility, the set of geographic points including geographical coordinates corresponding to the at least one physical locate mark; a property address associated with the at least one physical locate mark; a timestamp indicative of when the locate operation occurred; a name of the locate technician; a name of a company responsible for performing the locate operation; and a ticket number associated with the locate operation.",1
"A method for identifying invalid click by a system including at least one web page on a server side computing device, the at least web page providing a plurality of links associated with a plurality of other web pages associated with a plurality of merchants, the method comprising the steps of: generating a first code on the server side computing device, the first code identifying at least one device on a client side; sending said first code to said at least one device over a communication network; obtaining from the device on the client side, a second code when said at least one user performs a first click on at least one of said links associated with at least one of said other web pages at a first time; obtaining from the device on the client side, a third code when said at least one user performs a second click on said at least one link associated with said at least one other web page at a second time; and determining, by the server side computing device, whether said second click is invalid by examining a difference between said first time and said second time.",1
"A method for immunomodulation or treating a viral conditions, a viral disease, cancers or tumors comprising the step of administering to a patient in need of such treatment a therapeutically effective amount of a composition comprising: a recombinant polypeptide produced by a non-human host transformed by a recombinant DNA molecule comprising a DNA sequence selected from the group consisting of:  DNA sequences which are capable of hybridizing to any of the DNA inserts of G-pBR/HFIF, G-pBR/HFIF , G-pBR/HFIF , and G-pBR/HFIF  under hybridizing conditions of  M NaCl at Â° C. and washing conditions of  M NaCl at Â° C., and which code for a polypeptide displaying antiviral activity, and  DNA sequences which are degenerate as a result of the genetic code to the DNA sequences defined in ;",0
"A method for indicating to a first party who subscribes to a Custom Local Area Signaling System  service including Caller Identification  and who is engaged in a telephone conversation with a second party an incoming call from a third party calling a telephone number of the first party comprising the steps of:  receiving at a terminating central office  of the fist party who subscribes to said CLASS service including said Caller ID and who is engaged in the telephone conversation with the second party the third party directory telephone number  flagged as private from an originating central office of the third party, indicating that said DN of the third party is not to be disclosed at the first party called station; and  said TCO then sending a call waiting  tone signal to the first party, said CW tone signal indicates to the first party the incoming call from the third party.",0
